90;-0.999996
90.1;-0.999995
90.2;-0.999994
90.3;-0.999992
90.4;-0.99999
90.5;-0.999988
90.6;-0.999985
90.7;-0.999981
90.8;-0.999976
90.9;-0.99997
91;-0.999963
91.1;-0.999954
91.2;-0.999943
91.3;-0.99993
91.4;-0.999914
91.5;-0.999895
91.6;-0.999871
91.7;-0.999842
91.8;-0.999808
91.9;-0.999767
92;-0.999718
92.1;-0.99966
92.2;-0.99959
92.3;-0.999508
92.4;-0.999411
92.5;-0.999296
92.6;-0.999162
92.7;-0.999004
92.8;-0.998819
92.9;-0.998604
93;-0.998354
93.1;-0.998064
93.2;-0.997728
93.3;-0.997342
93.4;-0.996897
93.5;-0.996387
93.6;-0.995804
93.7;-0.995138
93.8;-0.994381
93.9;-0.993522
94;-0.99255
94.1;-0.991453
94.2;-0.990219
94.3;-0.988832
94.4;-0.98728
94.5;-0.985546
94.6;-0.983615
94.7;-0.981469
94.8;-0.979091
94.9;-0.976463
95;-0.973565
95.1;-0.970378
95.2;-0.966883
95.3;-0.963059
95.4;-0.958887
95.5;-0.954344
95.6;-0.949413
95.7;-0.944071
95.8;-0.938301
95.9;-0.932083
96;-0.925399
96.1;-0.918232
96.2;-0.910566
96.3;-0.902387
96.4;-0.893681
96.5;-0.884438
96.6;-0.874649
96.7;-0.864306
96.8;-0.853404
96.9;-0.841942
97;-0.82992
97.1;-0.81734
97.2;-0.804209
97.3;-0.790535
97.4;-0.77633
97.5;-0.761607
97.6;-0.746385
97.7;-0.730684
97.8;-0.714526
97.9;-0.697939
98;-0.680949
98.1;-0.663588
98.2;-0.64589
98.3;-0.627889
98.4;-0.609622
98.5;-0.59113
98.6;-0.572451
98.7;-0.553628
98.8;-0.534702
98.9;-0.515717
99;-0.496715
99.1;-0.47774
99.2;-0.458834
99.3;-0.44004
99.4;-0.421399
99.5;-0.40295
99.6;-0.384734
99.7;-0.366786
99.8;-0.349143
99.9;-0.331837
100;-0.314899
100.1;-0.298358
100.2;-0.282241
100.3;-0.26657
100.4;-0.251366
100.5;-0.236648
100.6;-0.222431
100.7;-0.208727
100.8;-0.195547
100.9;-0.182898
101;-0.170783
101.1;-0.159206
101.2;-0.148167
101.3;-0.137661
101.4;-0.127685
101.5;-0.118233
101.6;-0.109295
101.7;-0.100861
101.8;-0.0929189
101.9;-0.0854563
102;-0.0784586
102.1;-0.0719104
102.2;-0.0657955
102.3;-0.0600969
102.4;-0.0547972
102.5;-0.0498786
102.6;-0.045323
102.7;-0.0411121
102.8;-0.0372279
102.9;-0.0336521
103;-0.030367
103.1;-0.027355
103.2;-0.024599
103.3;-0.0220821
103.4;-0.0197883
103.5;-0.0177019
103.6;-0.0158079
103.7;-0.014092
103.8;-0.0125406
103.9;-0.0111405
104;-0.00987949
104.1;-0.00874602
104.2;-0.00772913
104.3;-0.00681862
104.4;-0.00600492
104.5;-0.00527916
104.6;-0.00463307
104.7;-0.00405901
104.8;-0.00354992
104.9;-0.00309932
105;-0.00270124
105.1;-0.00235023
105.2;-0.0020413
105.3;-0.00176993
105.4;-0.001532
105.5;-0.00132378
105.6;-0.00114189
105.7;-0.000983307
105.8;-0.0008453
105.9;-0.000725421
106;-0.000621481
106.1;-0.000531526
106.2;-0.000453819
106.3;-0.000386814
106.4;-0.000329143
106.5;-0.000279597
106.6;-0.000237107
106.7;-0.000200735
106.8;-0.000169657
106.9;-0.000143149
107;-0.00012058
107.1;-0.000101399
107.2;-8.51262e-05
107.3;-7.1346e-05
107.4;-5.96968e-05
107.5;-4.98667e-05
107.6;-4.15861e-05
107.7;-3.4623e-05
107.8;-2.87782e-05
107.9;-2.38806e-05
108;-1.97839e-05
108.1;-1.6363e-05
108.2;-1.35114e-05
108.3;-1.11385e-05
108.4;-9.16737e-06
108.5;-7.53275e-06
108.6;-6.17952e-06
108.7;-5.06117e-06
108.8;-4.1385e-06
108.9;-3.37856e-06
109;-2.75373e-06
109.1;-2.24083e-06
109.2;-1.82054e-06
109.3;-1.47671e-06
109.4;-1.1959e-06
109.5;-9.66945e-07
109.6;-7.80578e-07
109.7;-6.2913e-07
109.8;-5.06263e-07
109.9;-4.06748e-07
110;-3.26278e-07
